Day,Month,Year,Venue,City,Country,Tour
4,Oct,1974,The Forum,Los Angeles,United States of America,1974 Tour with Kiki Dee
5,Oct,1974,The Forum,Los Angeles,United States of America,1974 Tour with Kiki Dee
6,Oct,1974,The Forum,Los Angeles,United States of America,1974 Tour with Kiki Dee
8,Oct,1974,Sports Arena,San Diego,United States of America,1974 Tour with Kiki Dee
9,Oct,1974,Cow Palace,San Francisco,United States of America,1974 Tour with Kiki Dee
10,Oct,1974,Coliseum,Oakland,United States of America,1974 Tour with Kiki Dee
12,Oct,1974,Seattle Center Coliseum,Seattle,United States of America,1974 Tour with Kiki Dee
13,Oct,1974,Seattle Center Coliseum,Seattle,United States of America,1974 Tour with Kiki Dee
14,Oct,1974,Pacific Coliseum,Vancouver,Canada,1974 Tour with Kiki Dee
15,Oct,1974,Portland Memorial Coliseum,Portland,United States of America,1974 Tour with Kiki Dee
26,Oct,1974,Honolulu International Center,Honolulu,United States of America,1974 Tour with Kiki Dee
27,Oct,1974,Honolulu International Center,Honolulu,United States of America,1974 Tour with Kiki Dee
30,Oct,1974,St. Louis Arena,St. Louis,United States of America,1974 Tour with Kiki Dee
31,Oct,1974,St. Paul Civic Center,St. Paul,United States of America,1974 Tour with Kiki Dee
1,Nov,1974,Chicago Stadium,Chicago,United States of America,1974 Tour with Kiki Dee
2,Nov,1974,Chicago Stadium,Chicago,United States of America,1974 Tour with Kiki Dee
3,Nov,1974,Athletic And Convocation Center,South Bend,United States of America,1974 Tour with Kiki Dee
4,Nov,1974,Cleveland Arena,Cleveland,United States of America,1974 Tour with Kiki Dee
8,Nov,1974,Greensboro Coliseum,Greensboro,United States of America,1974 Tour with Kiki Dee
9,Nov,1974,Stokely Athletic Center,Knoxville,United States of America,1974 Tour with Kiki Dee
10,Nov,1974,The Omni,Atlanta,United States of America,1974 Tour with Kiki Dee
12,Nov,1974,Civic Arena,Pittsburgh,United States of America,1974 Tour with Kiki Dee
13,Nov,1974,Olympia Stadium,Detroit,United States of America,1974 Tour with Kiki Dee
14,Nov,1974,Olympia Stadium,Detroit,United States of America,1974 Tour with Kiki Dee
15,Nov,1974,Olympia Stadium,Detroit,United States of America,1974 Tour with Kiki Dee
17,Nov,1974,The Forum,Montreal,Canada,1974 Tour with Kiki Dee
18,Nov,1974,Maple Leaf Gardens,Toronto,Canada,1974 Tour with Kiki Dee
20,Nov,1974,Boston Garden,Boston,United States of America,1974 Tour with Kiki Dee
21,Nov,1974,Capital Centre,Landover,United States of America,1974 Tour with Kiki Dee
22,Nov,1974,Capital Centre,Landover,United States of America,1974 Tour with Kiki Dee
23,Nov,1974,Veterans Memorial Coliseum,New Haven,United States of America,1974 Tour with Kiki Dee
28,Nov,1974,Madison Square Garden,New York,United States of America,1974 Tour with Kiki Dee
29,Nov,1974,Madison Square Garden,New York,United States of America,1974 Tour with Kiki Dee
30,Nov,1974,Nassau Coliseum,Uniondale,United States of America,1974 Tour with Kiki Dee
1,Dec,1974,Nassau Coliseum,Uniondale,United States of America,1974 Tour with Kiki Dee
2,Dec,1974,The Spectrum,Philadelphia,United States of America,1974 Tour with Kiki Dee
3,Dec,1974,The Spectrum,Philadelphia,United States of America,1974 Tour with Kiki Dee
20,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show
21,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show
22,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show
23,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show
24,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show
18,Feb,1975,Bailey's Night Club,London,United Kingdom,Watford Support Concert
21,Jun,1975,Wembley Stadium,London,United Kingdom,Mid Summer Music
29,Jun,1975,Oaklannd-Alameda County Colsieum Arena,Oakland,United States of America,doobie brothers-the eagles concert
19,Jul,1975,Hughes Stadium,Fort Collins,United States of America,joined rolling stones in concert
25,Aug,1975,Troubadour Club,Los Angeles,United States of America,anniversary gig
26,Aug,1975,Troubadour Club,Los Angeles,United States of America,anniversary gig
27,Aug,1975,Troubadour Club,Los Angeles,United States of America,anniversary gig
29,Sep,1975,Sports Arena,San Diego,United States of America,Rock Of The Westies Tour
1,Oct,1975,Community Center Arena,Tucson,United States of America,Rock Of The Westies Tour
2,Oct,1975,Convention Center,Las Vegas,United States of America,Rock Of The Westies Tour
3,Oct,1975,ASU Activities Center,Tempe,United States of America,Rock Of The Westies Tour
5,Oct,1975,McNichols Arena,Denver,United States of America,Rock Of The Westies Tour
7,Oct,1975,University of Utah Special Events Center,Salt Lake City,United States of America,Rock Of The Westies Tour
12,Oct,1975,Pacific Coliseum,Vancouver,Canada,Rock Of The Westies Tour
13,Oct,1975,Pacific Coliseum,Vancouver,Canada,Rock Of The Westies Tour
14,Oct,1975,Portland Memorial Coliseum,Portland,United States of America,Rock Of The Westies Tour
16,Oct,1975,Seattle Center Coliseum,Seattle,United States of America,Rock Of The Westies Tour
17,Oct,1975,Seattle Center Coliseum,Seattle,United States of America,Rock Of The Westies Tour
19,Oct,1975,Oakland-Alameda County Coliseum Arena,Oakland,United States of America,Rock Of The Westies Tour
20,Oct,1975,Oakland-Alameda County Coliseum Arena,Oakland,United States of America,Rock Of The Westies Tour
25,Oct,1975,Dodgers Stadium,Los Angeles,United States of America,Rock Of The Westies Tour
26,Oct,1975,Dodgers Stadium,Los Angeles,United States of America,Rock Of The Westies Tour
29,Apr,1976,Leeds Grand,Leeds,United Kingdom,Louder Than Concorde Tour
30,Apr,1976,Leeds Grand,Leeds,United Kingdom,Louder Than Concorde Tour
1,May,1976,Manchester Belle Vue,Manchester,United Kingdom,Louder Than Concorde Tour
2,May,1976,Preston Guildhall,Preston,United Kingdom,Louder Than Concorde Tour
3,May,1976,Liverpool Empire,Liverpool,United Kingdom,Louder Than Concorde Tour
4,May,1976,Liverpool Empire,Liverpool,United Kingdom,Louder Than Concorde Tour
5,May,1976,De Montfort Hall,Leicester,United Kingdom,Louder Than Concorde Tour
6,May,1976,Victoria Hall,Hanley,United Kingdom,Louder Than Concorde Tour
7,May,1976,Civic hall,Wolverhampton,United Kingdom,Louder Than Concorde Tour
9,May,1976,Fairfield Hall,Croydon,United Kingdom,Louder Than Concorde Tour
11,May,1976,Earls Court,London,United Kingdom,Louder Than Concorde Tour
12,May,1976,Earls Court,London,United Kingdom,Louder Than Concorde Tour
13,May,1976,Earls Court,London,United Kingdom,Louder Than Concorde Tour
14,May,1976,Baileys,Watford,United Kingdom,Louder Than Concorde Tour
16,May,1976,Birmingham Odeon,Birmingham,United Kingdom,Louder Than Concorde Tour
17,May,1976,Birmingham Odeon,Birmingham,United Kingdom,Louder Than Concorde Tour
18,May,1976,Sheffield City Hall,Sheffield,United Kingdom,Louder Than Concorde Tour
20,May,1976,City Hall,Newcastle,United Kingdom,Louder Than Concorde Tour
21,May,1976,Edinburgh Usher Hall,Edinburgh,United Kingdom,Louder Than Concorde Tour
22,May,1976,Caird Hall,Dundee,United Kingdom,Louder Than Concorde Tour
24,May,1976,Apollo Theatre,Glasgow,United Kingdom,Louder Than Concorde Tour
25,May,1976,Apollo Theatre,Glasgow,United Kingdom,Louder Than Concorde Tour
27,May,1976,Coventry New theatre,Coventry,United Kingdom,Louder Than Concorde Tour
28,May,1976,Coventry New theatre,Coventry,United Kingdom,Louder Than Concorde Tour
29,May,1976,Gaumont Theatre,Southampton,United Kingdom,Louder Than Concorde Tour
30,May,1976,Taunton Odeon,Taunton,United Kingdom,Louder Than Concorde Tour
31,May,1976,Bristol Hippodrome,Bristol,United Kingdom,Louder Than Concorde Tour
1,Jun,1976,Bristol Hippodrome,Bristol,United Kingdom,Louder Than Concorde Tour
3,Jun,1976,Cardiff Capitol,Cardiff,United Kingdom,Louder Than Concorde Tour
4,Jun,1976,Cardiff Capitol,Cardiff,United Kingdom,Louder Than Concorde Tour
29,Jun,1976,Capital Centre,Landover,United States of America,Louder Than Concorde Tour
30,Jun,1976,Capital Centre,Landover,United States of America,Louder Than Concorde Tour
1,Jul,1976,Capital Centre,Landover,United States of America,Louder Than Concorde Tour
4,Jul,1976,Schaefer Stadium,Foxboro,United States of America,Louder Than Concorde Tour
6,Jul,1976,The Spectrum,Philadelphia,United States of America,Louder Than Concorde Tour
7,Jul,1976,The Spectrum,Philadelphia,United States of America,Louder Than Concorde Tour
8,Jul,1976,The Spectrum,Philadelphia,United States of America,Louder Than Concorde Tour
11,Jul,1976,Pontiac Silverdome,Detroit,United States of America,Louder Than Concorde Tour
13,Jul,1976,Greensboro Coliseum,Greensboro,United States of America,Louder Than Concorde Tour
14,Jul,1976,Charlotte Coliseum,Charlotte,United States of America,Louder Than Concorde Tour
16,Jul,1976,The Omni,Atlanta,United States of America,Louder Than Concorde Tour
18,Jul,1976,Memorial Coliseum,Tuscaloosa,United States of America,Louder Than Concorde Tour
20,Jul,1976,Freedom Hall,Louisville,United States of America,Louder Than Concorde Tour
21,Jul,1976,Market Square Arena,Indianapolis,United States of America,Louder Than Concorde Tour
24,Jul,1976,St. Paul Civic Center,St. Paul,United States of America,Louder Than Concorde Tour
26,Jul,1976,Chicago Stadium,Chicago,United States of America,Louder Than Concorde Tour
27,Jul,1976,Chicago Stadium,Chicago,United States of America,Louder Than Concorde Tour
28,Jul,1976,Chicago Stadium,Chicago,United States of America,Louder Than Concorde Tour
29,Jul,1976,Chicago Stadium,Chicago,United States of America,Louder Than Concorde Tour
1,Aug,1976,Richfield Coliseum,Richfield,United States of America,Louder Than Concorde Tour
2,Aug,1976,Richfield Coliseum,Richfield,United States of America,Louder Than Concorde Tour
3,Aug,1976,Riverfront Coliseum,Cincinnati,United States of America,Louder Than Concorde Tour
7,Aug,1976,Rich Stadium,Buffalo,United States of America,Louder Than Concorde Tour
10,Aug,1976,Madison Square Garden,New York,United States of America,Louder Than Concorde Tour
11,Aug,1976,Madison Square Garden,New York,United States of America,Louder Than Concorde Tour
12,Aug,1976,Madison Square Garden,New York,United States of America,Louder Than Concorde Tour
13,Aug,1976,Madison Square Garden,New York,United States of America,Louder Than Concorde Tour
15,Aug,1976,Madison Square Garden,New York,United States of America,Louder Than Concorde Tour
16,Aug,1976,Madison Square Garden,New York,United States of America,Louder Than Concorde Tour
17,Aug,1976,Madison Square Garden,New York,United States of America,Louder Than Concorde Tour
18,Aug,1976,Central Park Wollman Rink,New York,United States of America,Music Festival
17,Sep,1976,Edinburgh Playhouse,Edinburgh,United Kingdom,festival of popular music
2,May,1977,Rainbow Theatre,London,United Kingdom,At The Rainbow
3,May,1977,Rainbow Theatre,London,United Kingdom,At The Rainbow
4,May,1977,Rainbow Theatre,London,United Kingdom,At The Rainbow
5,May,1977,Rainbow Theatre,London,United Kingdom,At The Rainbow
6,May,1977,Rainbow Theatre,London,United Kingdom,At The Rainbow
7,May,1977,Rainbow Theatre,London,United Kingdom,At The Rainbow
28,May,1977,Big Top Show,Windsor,United Kingdom,Big Top Show
17,Jun,1977,Shoreditch College Chapel,Egham,United Kingdom,1977 baledictory ball
17,Jul,1977,Blue Max,Lahaina,United States of America,none
3,Nov,1977,Wembley Pool,London,United Kingdom,with China Band
14,Oct,1978,Century Plaza Hotel,Los Angeles,United States of America,private convention
20,Oct,1978,RTL Studios,Paris,France,warm up show
2,Nov,1978,Hilton Part Lane Hotel,London,United Kingdom,private
5,Feb,1979,Concerthaus,Stockholm,Sweden,A Single Man Tour
6,Feb,1979,Concerthaus,Stockholm,Sweden,A Single Man Tour
7,Feb,1979,Tivoli,Copenhagen,Denmark,A Single Man Tour
8,Feb,1979,Tivoli,Copenhagen,Denmark,A Single Man Tour
10,Feb,1979,Musikhalle,Hamburg,Germany,A Single Man Tour
11,Feb,1979,Congressgebouw,Le Hague,Netherlands,A Single Man Tour
12,Feb,1979,Doelen,Rotterdam,Netherlands,A Single Man Tour
14,Feb,1979,Concertgebau,Amsterdam,Netherlands,A Single Man Tour
15,Feb,1979,Mozartsaal,Manheim,Germany,A Single Man Tour
16,Feb,1979,Deutschen Museum,Munich,Germany,A Single Man Tour
18,Feb,1979,Kongresshalle,Berlin,Germany,A Single Man Tour
19,Feb,1979,Opera House,Cologne,Germany,A Single Man Tour
20,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour
21,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour
22,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour
23,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour
24,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour
25,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour
26,Feb,1979,Queen Elizabeth Hall,Antwerp,Belgium,A Single Man Tour
27,Feb,1979,Queen Elizabeth Hall,Antwerp,Belgium,A Single Man Tour
1,Mar,1979,Philipshalle,Dusseldorf,Germany,A Single Man Tour
2,Mar,1979,Rhein Main Halle,Wiesbaden,Germany,A Single Man Tour
3,Mar,1979,Theatre Di Beaulieu,LaUnited States of Americanne,Switzerland,A Single Man Tour
4,Mar,1979,Theatre Di Beaulieu,LaUnited States of Americanne,Switzerland,A Single Man Tour
6,Mar,1979,Theatre De Verdure,Nice,France,A Single Man Tour
7,Mar,1979,Theatre De Verdure,Nice,France,A Single Man Tour
9,Mar,1979,Pavello del Joventud de Badalona,Barcelona,Spain,A Single Man Tour
10,Mar,1979,Pabellon Del Club Juventud,Barcelona,Spain,A Single Man Tour
11,Mar,1979,Pabellon Real Madrid,Madrid,Spain,A Single Man Tour
17,Mar,1979,Apollo Theatre,Glasgow,United Kingdom,A Single Man Tour
18,Mar,1979,Apollo Theatre,Glasgow,United Kingdom,A Single Man Tour
19,Mar,1979,Odeon,Edinburgh,United Kingdom,A Single Man Tour
21,Mar,1979,City Hall,Newcastle,United Kingdom,A Single Man Tour
22,Mar,1979,City Hall,Newcastle,United Kingdom,A Single Man Tour
23,Mar,1979,Guild Hall,Preston,United Kingdom,A Single Man Tour
26,Mar,1979,Whitla Hall,Belfast,Ireland,A Single Man Tour
27,Mar,1979,Whitla Hall,Belfast,Ireland,A Single Man Tour
29,Mar,1979,National Stadium,Dublin,Ireland,A Single Man Tour
30,Mar,1979,National Stadium,Dublin,Ireland,A Single Man Tour
2,Apr,1979,Theatre Royal Drury Lane,London,United Kingdom,A Single Man Tour
3,Apr,1979,Theatre Royal Drury Lane,London,United Kingdom,A Single Man Tour
4,Apr,1979,Theatre Royal Drury Lane,London,United Kingdom,A Single Man Tour
5,Apr,1979,Theatre Royal Drury Lane,London,United Kingdom,A Single Man Tour
6,Apr,1979,Theatre Royal Drury Lane,London,United Kingdom,A Single Man Tour
7,Apr,1979,Theatre Royal Drury Lane,London,United Kingdom,A Single Man Tour
9,Apr,1979,Brighton Dome,Brighton,United Kingdom,A Single Man Tour
10,Apr,1979,Brighton Dome,Brighton,United Kingdom,A Single Man Tour
11,Apr,1979,Gaumont Theatre,Southampton,United Kingdom,A Single Man Tour
12,Apr,1979,Gaumont Theatre,Southampton,United Kingdom,A Single Man Tour
14,Apr,1979,Hippodrome,Bristol,United Kingdom,A Single Man Tour
15,Apr,1979,Hippodrome,Bristol,United Kingdom,A Single Man Tour
17,Apr,1979,Oxford Theatre,Oxford,United Kingdom,A Single Man Tour
18,Apr,1979,Coventry Theatre,Coventry,United Kingdom,A Single Man Tour
19,Apr,1979,Assembly Rooms,Derby,United Kingdom,A Single Man Tour
21,Apr,1979,Hippodrome,Birmingham,United Kingdom,A Single Man Tour
22,Apr,1979,Hippodrome,Birmingham,United Kingdom,A Single Man Tour
24,Apr,1979,Manchester Apollo,Manchester,United Kingdom,A Single Man Tour
25,Apr,1979,Manchester Apollo,Manchester,United Kingdom,A Single Man Tour
26,Apr,1979,Manchester Apollo,Manchester,United Kingdom,A Single Man Tour
1,May,1979,Philharmonic Hall,JerUnited States of Americalem,Israel,A Single Man Tour
2,May,1979,Philharmonic Hall,JerUnited States of Americalem,Israel,A Single Man Tour
3,May,1979,Philharmonic Hall,JerUnited States of Americalem,Israel,A Single Man Tour
5,May,1979,Mann Auditorium,Tel Aviv,Israel,A Single Man Tour
6,May,1979,Mann Auditorium,Tel Aviv,Israel,A Single Man Tour
21,May,1979,Great October Hall,Leningrad,Russia,A Single Man Tour
22,May,1979,Great October Hall,Leningrad,Russia,A Single Man Tour
23,May,1979,Great October Hall,Leningrad,Russia,A Single Man Tour
24,May,1979,Great October Hall,Leningrad,Russia,A Single Man Tour
25,May,1979,Rossya Hall,Moscow,Russia,A Single Man Tour
26,May,1979,Rossya Hall,Moscow,Russia,A Single Man Tour
27,May,1979,Rossya Hall,Moscow,Russia,A Single Man Tour
28,May,1979,Rossya Hall,Moscow,Russia,A Single Man Tour
19,Sep,1979,Gammage Auditorium,Tempe,United States of America,Back In The USSA Tour
20,Sep,1979,Gammage Auditorium,Tempe,United States of America,Back In The USSA Tour
22,Sep,1979,Berkeley Community Theatre,Berkeley,United States of America,Back In The USSA Tour
23,Sep,1979,Berkeley Community Theatre,Berkeley,United States of America,Back In The USSA Tour
24,Sep,1979,Berkeley Community Theatre,Berkeley,United States of America,Back In The USSA Tour
26,Sep,1979,Universal Amphitheatre,Los Angeles,United States of America,Back In The USSA Tour
